0.0006,0,2.6286
0.342,1,2.9815
0.56713,2,3.368
0.72623,3,3.6006
1.0031,4,3.6223
1.4196,2,5.2054
1.6824,4,5.5307
1.9232,0,6.252
2.186,3,6.3507
2.4011,1,6.5444
2.4269,2,7.6519
2.8084,1,8.177
4.4768,0,8.2778
4.6081,4,9.0656
5.6729,1,9.283
5.8005,0,10.024
6.4534,3,10.871
6.6353,4,11.114
6.7954,3,11.655
6.8691,2,11.915
6.9093,2,12.693
7.0202,4,13.728
7.4087,1,13.744
7.8669,1,13.768
8.2219,0,14.848
8.2249,3,14.899
8.7807,0,16.175
9.5473,2,16.41
9.9895,4,16.538
10.003,3,17.384
10.145,1,17.782
10.511,4,18.828
10.903,2,18.993
10.979,1,19.163
11.073,0,20.356
11.408,2,20.539
11.603,0,21.24
11.896,3,21.552
11.977,3,21.692
12.036,4,23.27
12.567,4,23.323
13.004,1,23.389
13.821,2,24.15
13.856,0,24.25
13.916,3,26.169
13.947,1,26.206
14.149,0,26.288
14.214,2,26.456
14.892,3,26.601
14.924,1,28.724
14.937,4,28.932
15.182,1,28.953
15.626,2,29.088
15.738,3,29.129
15.797,0,31.217
15.921,4,31.236
15.992,2,31.404
16.206,0,31.44
16.917,3,31.496
17.214,3,33.607
17.246,0,33.994
17.395,1,34.132
17.412,4,34.239
17.62,1,34.267
17.79,2,36.302
19.595,0,36.45
20.095,2,36.458
20.295,3,36.813
20.969,4,36.876
21.014,1,38.832
21.162,4,39.015
21.949,0,39.133
22.697,2,39.334
23.072,3,39.597
23.361,1,40.949
23.487,3,41.454
24.312,2,41.571
24.352,4,41.922
24.746,0,42.149
25.058,4,43.325
25.595,0,44
25.747,2,44.133
26.163,1,44.265
26.704,3,44.395
26.821,2,45.72
27.062,1,46.399
28.223,0,46.78
28.462,3,46.79
28.582,4,47.346
28.872,0,48.552
29.006,1,48.799
29.43,2,48.851
29.59,4,49.481
29.793,3,49.503
30.149,2,50.637
31.23,1,50.963
31.349,3,51.175
31.895,4,51.514
32.298,0,51.782
33.223,3,53.496
33.233,0,53.594
33.365,4,53.61
33.691,1,53.715
33.79,2,53.929
33.869,1,56.163
34.241,3,56.286
34.535,2,56.444
34.803,0,56.493
35.127,4,56.568
35.142,3,58.515
35.27,0,58.593
35.45,2,58.617
35.533,4,58.985
35.91,1,59.456
36.492,4,60.58
36.591,1,61.011
36.985,0,61.42
37.029,3,61.598
37.573,2,61.892
37.618,4,63.399
37.884,3,63.611
38.021,1,63.857
38.514,0,63.897
38.724,2,64.823
38.926,2,65.992
39.555,4,66.43
39.685,1,66.51
39.864,3,66.754
40.858,0,67.327
40.871,0,68.957
41.954,2,68.958
42.017,3,68.962
42.347,1,68.964
42.612,4,69.755
42.949,1,71.481
43.083,0,71.515
43.374,2,71.657
43.874,2,71.677
43.88,3,72.375
43.906,4,73.637
45.01,3,74.024
45.326,0,74.21
45.405,4,74.219
45.56,1,74.801
45.599,1,76.024
45.693,0,76.384
45.782,2,76.951
45.903,2,76.985
45.953,3,77.637
46.081,4,78.718
46.12,4,78.838
46.767,1,79.719
46.796,3,79.896
47.594,0,80.068
47.747,4,81.177
47.762,2,81.543
47.887,0,82.005
48.287,1,82.458
48.762,2,82.504
48.998,3,83.193
49.346,1,84.134
50.018,0,84.234
50.035,4,84.508
50.144,3,85.338
50.158,3,86.056
50.223,2,86.212
50.605,1,86.452
50.989,1,87.177
51.619,0,87.909
51.881,4,88.179
51.903,3,88.508
52.672,4,88.812
53.155,2,89.677
53.256,0,90.331
53.491,2,90.581
54.747,3,90.868
55.124,1,90.943
55.672,0,91.697
55.842,4,93.195
56.033,2,93.413
56.28,0,93.463
56.374,3,93.486
56.789,1,93.795
56.999,4,95.199
57.311,0,95.571
57.422,1,95.629
57.466,2,96.312
57.66,4,96.321
57.795,3,98.186
58.261,2,98.396
58.715,4,98.412
59.046,0,98.488
59.089,3,98.88
59.096,0,100.46
59.342,3,100.99
59.45,1,101.73
60,4,104.24
